"Name","Class","Team","Conference","Height","Pos","GP","MP","OPPM","DPPM","PPM","WAWO","DWAWO","PTS","ORB","DRB","AST","STL","BLK","TOV","PF","RIMA","RIM%","MIDA","MID%","3PA","3P%","FTA","FT%","TS%"
"Anthony Alston","Fr.","App State","Sun Belt","6-3","G",10,82,-4.8,-0.7,-5.5,0,0.1,6.1,0.5,2.2,1.1,0.8,0.9,2.7,4.4,0.5,0,2,21.4,4,44,0,0,47.5
"Jalen Foy","Jr.","Montana","Big Sky","6-7","F",15,71,-3.9,-1.6,-5.5,0,0,5.2,2.1,2.9,1.7,0,1.6,1.4,5.6,1.4,32.5,1,99.7,4.2,10.2,1.5,66.7,35.6
"Davion Bradford","Sr.","ETSU","SoCon","7-0","C",23,246,-3.7,-1.8,-5.5,0,0,8.3,2.8,4.5,1,0.5,0.4,2.8,4.8,5,55.8,0.3,0,0.2,0,5.4,50,53
"Elijah Kennedy","Jr.","Hampton","CAA","6-3","G",9,46,-4.5,-1,-5.5,0,0,7.6,0,4.4,2.8,0.6,0,1.4,0.7,4.3,64.7,2.3,0,3.5,20.1,0,0,37.5
"Gabe Spinelli","Jr.","Chicago St.","NEC","6-3","G",30,899,-3.1,-2.4,-5.5,0,-0.2,10.2,0.5,2.8,3.3,1,0,2.4,2.5,6.2,46.6,1.2,29,1.9,37.2,2.6,59.7,48.6
"Cam Lawin","So.","San Diego St.","MWC","6-3","G",4,6,-5.7,0.2,-5.5,0,0,-0.7,7.8,14.8,0,0,0,7.2,14,0,0,7.1,0,24.5,0,0,0,0
"Emeka Nnaji","So.","Grambling","SWAC","6-7","F",24,141,-4.4,-1.1,-5.5,0,0.1,8.7,1.5,3.6,0.9,0.8,0.8,1.5,3.9,5,44.1,3.4,27.8,0.3,0.5,4.5,52.6,40.8
"Anthony Gause","Fr.","Charleston So.","Big South","6-3","G",14,148,-4.6,-0.9,-5.5,0,0.1,9.7,0.2,1.6,1.2,1.1,0.3,1.9,3.7,4.5,47.1,1.2,19.9,7,15.5,3,57.1,34.4
"Daniel Tobiloba","So.","South Fla.","AAC","7-0","C",8,38,-5,-0.5,-5.5,0,0,5.6,3.5,7.8,0,0,0.8,0,6.2,1.7,52.3,1,100,0,0,3.6,50,65.3
"Connor Christensen","Sr.","Dartmouth","Ivy League","6-6","F",22,100,-5.2,-0.3,-5.5,0,0.1,3.5,1.8,5,1.4,0.9,0.3,1.3,6.2,0.6,2,0,0,3.2,29.7,0.6,100,42.8
"Aidan Braccia","So.","Belmont","MVC","6-1","G",1,3,-4.4,-1.1,-5.5,0,0,0.1,0,0,7.6,0,0,0,17.3,0,0,0,0,7.4,0.6,0,0,0.9
"Jaylen Dorsey","Sr.","Western Ky.","C-USA","6-4","F",17,92,-4.6,-0.9,-5.5,0,0.1,3.6,1.4,3.5,1.1,1,0,0.8,5.4,0.7,0,0.5,50.7,2.6,26,1.4,75,40.8
"Mason Smith","Fr.","Furman","SoCon","6-7","F",14,64,-4.1,-1.4,-5.5,0,0,5.9,2.2,4.8,2.1,0,0.5,1.7,4.6,1.6,31.1,0,0,9.7,16.7,0,0,25.9
"KC Ibekwe","Jr.","Washington","Big Ten","6-10","C",12,65,-5,-0.5,-5.5,0,0.1,10.7,2.1,5.3,0,0,1.7,1.9,9.5,4.5,64.2,2.2,49.2,0,0,5.5,50,58.6
"Jordon Nevill","So.","Queens (NC)","ASUN","5-11","G",15,18,-4.3,-1.2,-5.5,0,0,13.1,0,0,2.3,1.1,0,0,3.9,0,0,0,0,4.8,74.6,2.3,100,112.2
"Chianti Clay","Sr.","Arizona St.","Big 12","5-11","G",4,3,-5.1,-0.4,-5.5,0,0,-0.1,0,11.5,0,0,0,0,11.4,0,0,11.9,4.5,39.3,0,0,0,0
"Braden East","Fr.","Lamar University","WAC","6-9","F",7,22,-5.2,-0.3,-5.5,0,0,12.5,1.7,6.3,1.6,0,1.6,1.4,1.5,9.1,62.2,0,0,0,0,2.5,50,61.6
"Desmond Roberts","So.","Virginia","ACC","6-4","G",5,6,-4.9,-0.6,-5.5,0,0,24.1,5.5,11.5,0,0,0,0,0,5.8,100,11.7,0,0,0,12.2,100,52.7
"Matt McCool","Jr.","Marist","MAAC","6-8","F",7,50,-4.9,-0.6,-5.5,0,0,6.9,1.6,4.4,0.6,0.7,2.8,0.8,8.9,3,49.1,0,0,0.8,0,4.7,83.3,58.2
"Ben Nicol","So.","Ohio","MAC","6-7","F",6,16,-4.7,-0.8,-5.5,0,0,3.4,0,0,6.6,4.1,0,1.9,5.4,0,0,2,0,5.8,0,3.6,100,18.2
"Parby Kabamba","Fr.","Marist","MAAC","6-6","F",23,169,-4,-1.5,-5.5,0,0,7.5,2.1,5.2,1,0.6,0,1.8,3.9,2,66.8,2.7,16.6,4.3,30.2,0,0,41.5
"Kobe Jerome","Sr.","Delaware","CAA","6-4","G",8,29,-4.1,-1.4,-5.5,0,0,5.6,0,2.5,3.6,1.2,0,2.3,0,0,0,1.2,100,6.3,16.8,0,0,37.5
"Nick Woodard","Jr.","Stony Brook","America East","6-6","F",30,527,-3.1,-2.4,-5.5,0,-0.1,10,1,4.5,1.8,0.5,0.4,1.9,3.2,2.6,53.6,3.5,39.4,4.7,24.7,1.3,66.7,43.5
"Laurynas Vaistaras","Sr.","Mercer","SoCon","6-6","F",23,331,-4.3,-1.2,-5.5,0,0.1,7.3,1.4,2.8,1.4,1.3,0.4,2.3,3,1.9,73.3,1.7,18,3.8,20.5,2.1,72.7,43.5
"Vasja Pandža","Sr.","Seattle U","WAC","6-8","G",27,264,-4.8,-0.7,-5.5,0,0.2,6.7,0.3,3.6,1.2,0.9,0.1,1.9,3.6,2.2,47.1,1.5,45.1,4,18.1,1.5,75,40.3
"Lucas Scroggins","Fr.","Valparaiso","MVC","6-9","F",4,15,-4.5,-1,-5.5,0,0,4.6,4.3,6.7,4.2,0,7.4,3.9,10.8,2.4,96.4,0,0,0,0,0,0,96.4
"Ryan Pettis","Fr.","Fordham","Atlantic 10","6-4","G",23,162,-4,-1.5,-5.5,0,0,4,1.4,2.8,2.8,0.8,0.2,2,4.4,0.8,25.1,0.8,26.3,2.4,17.1,3,64.3,37.4
"Chase Tucker","Sr.","George Mason","Atlantic 10","6-1","G",1,0,-5.7,0.2,-5.5,0,0,0,0,0,0,0,0,0,16.7,0,0,0,0,0,0,0,0,0
"Kobi Bowles","Fr.","UIW","Southland","6-1","G",9,46,-4.6,-0.9,-5.5,0,0,7.2,0.7,3.4,3.4,3,0.7,3.5,3.7,5.6,21.4,3.2,0.7,2.9,24.3,4.7,57.1,26.2
"Justin Archer","Sr.","Georgia St.","Sun Belt","6-7","F",3,23,-4.2,-1.3,-5.5,0,0,0,0,11.4,1.7,0,0,1.5,4.1,0,0,0,0,0,0,0,0,0
"Wes Rubin","Fr.","UNI","MVC","6-8","F",13,25,-4.5,-1,-5.5,0,0,12.2,2.8,2.8,4.2,0,0,4.7,2.7,6.8,80.7,4.3,0.5,4.5,0,2.3,50,36.6
"Solomon Ominu","Fr.","Pacific","WCC","6-8","F",13,94,-4.8,-0.7,-5.5,0,0.1,6.2,3.4,4.6,0.3,0.3,3.7,1.6,4.5,4.3,64.1,0,0,0,0,1.8,40,61.1
"Michael Van Raaphorst","Fr.","Georgetown","Big East","6-2","G",3,3,-5.2,-0.3,-5.5,0,0,-0.4,18.4,0,0,0,0,0,9.3,8.6,0,0,0,0,0,0,0,0
"Ryan Lopez","So.","Chattanooga","SoCon","5-8","G",5,3,-4,-1.5,-5.5,0,0,32.3,0,0,0,0,0,0,0,0,0,0,0,10.8,99.7,0,0,149.5
"Anthony Benard","So.","Canisius","MAAC","6-0","G",30,892,-3.4,-2.2,-5.6,0,-0.1,6.3,0.2,2.8,4.5,2.2,0.2,3,3.3,2.1,53.1,1.6,36.6,2.1,38.5,0.7,66.7,51.6
"Jake Goldberg","So.","NJIT","ASUN","6-4","G",8,160,-3.5,-2.1,-5.6,0,0,8.5,0.9,2.5,0.6,0.7,0.6,1.4,3.1,1.7,49.3,0.4,99.9,4.4,39.8,1.3,50,59.4
"Alston Andrews","Jr.","Delaware St.","MEAC","6-10","F",26,633,-5.6,0,-5.6,0,0.7,4.6,2.2,3.5,0.6,1.6,0.8,1.1,4.3,2.9,51.7,1.8,19.5,0.1,0.5,1.4,59.3,42.2
"Gianni Thompson","Jr.","Canisius","MAAC","6-8","F",26,396,-3.5,-2.1,-5.6,0,0,11.6,1.4,3.9,1.1,0.8,1.2,3,4.3,4.4,53.2,2.5,30.6,2.7,43.3,2.9,61.3,52.8
"Donavin Young","Fr.","Stanford","ACC","6-8","F",16,278,-4.6,-1,-5.6,0,0.1,6.7,2.5,3.2,0.1,1.2,0.7,0.8,3.5,3.3,44.5,0.1,0.2,2.3,44.7,0.8,83.3,55.2
"Caleb Kizer","Sr.","South Alabama","Sun Belt","6-7","F",7,8,-5.3,-0.3,-5.6,0,0,9.2,0,0,4.3,0,4,0,0,9.5,48.6,2.7,0,0,0,0,0,37.4
"Emil Skytta","So.","Sacramento St.","Big Sky","6-4","G",22,647,-3.9,-1.7,-5.6,0,0.1,9.3,0.8,3.3,3,1,0.2,3.7,4,4.6,57.9,0.5,45.1,2.9,26.9,2.3,51.2,51.5
"Brewer Carruth","Fr.","Southern Miss.","Sun Belt","6-4","G",24,141,-5,-0.6,-5.6,0,0.1,4.2,0.6,2,1.3,1.4,0.2,1.8,4.8,0.2,100,0.9,50.4,5.5,16.2,0.4,50,31.2
"Braxton Jones","Jr.","Southern Ind.","OVC","6-0","G",22,337,-3.4,-2.2,-5.6,0,0,10.4,0.9,2.2,1.1,0.6,0.1,1.2,2.8,2.5,39.5,4.2,27.3,5.4,26.6,2.4,77.8,39.8
"Austin Montgomery","Jr.","Georgetown","Big East","6-6","F",10,17,-5.4,-0.2,-5.6,0,0,1.7,0,4,0,3.9,1.9,0,7.8,2.1,0,0,0,5.9,0.7,3.3,50,8.9
"Ayodele Taiwo","Jr.","Howard","MEAC","6-9","F",24,264,-6,0.4,-5.6,0,0.3,6.7,2.6,5.1,1.4,0.4,4.1,3.2,5,4.5,55.8,1.4,32.4,0.1,0,1.7,46.7,49.9
"Joe Munden Jr.","Sr.","NIU","MAC","6-3","G",21,391,-4.3,-1.3,-5.6,0,0.2,8,1.2,3.4,1.2,1.2,0.4,1.6,3.9,2.3,50.8,1.7,17.7,4.6,26.6,2.1,65.4,41.8
"Declan Ryan","So.","Holy Cross","Patriot","6-8","F",16,85,-4.2,-1.4,-5.6,0,0,13.2,0.4,4.5,1.9,1.1,0.5,3.3,7.3,10,64.5,0.4,0.6,1.6,0,1.2,33.3,53.2
"Blake Floyd","Jr.","North Ala.","ASUN","6-0","G",9,18,-4.7,-0.9,-5.6,0,0,7.9,0,0,0,3.4,0,3.1,3.1,1.4,0.3,1.9,99.3,8.8,15.5,0,0,32.7
"Jinup Dobuol","Fr.","Portland","WCC","6-8","G",2,17,-4.1,-1.5,-5.6,0,0,18.7,1.7,8.1,0,0,0,1.6,1.7,1.8,0,7,48.6,8.4,40.3,5.1,33.3,48
"Dante Sawyer","Jr.","Ark.-Pine Bluff","SWAC","6-4","G",29,620,-2.3,-3.3,-5.6,0,-0.5,12.7,1.2,2.2,1.4,0.7,0.2,2.2,3,6.7,57.2,1.6,40.2,1.6,22.2,3.7,73.2,55.1
"Erick Reader","So.","Minnesota","Big Ten","6-8","F",1,1,-5.1,-0.5,-5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Owen Kmety","Jr.","Wake Forest","ACC","6-6","F",2,2,-5.6,0,-5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Don Douglass","So.","Wofford","SoCon","6-10","F",3,3,-4.5,-1.1,-5.6,0,0,17.5,0,9.3,8.9,0,0,11.1,0,8.9,98.6,0,0,0,0,0,0,98.6
"Lynn Greer III","Sr.","Temple","AAC","6-2","G",5,75,-4.4,-1.2,-5.6,0,0,9.9,1.9,5.5,1.4,0.9,0,5.7,1.5,4.8,45,5.6,37.5,2.9,0,1.5,100,35.6
"Emmanuel Okpomo","Sr.","New Hampshire","America East","6-10","C",28,543,-5.8,0.2,-5.6,0,0.6,6,3.4,5.5,0.5,0.9,1,1.8,5.6,4.3,45.8,0.8,41.3,0,0,2.8,48.8,47.1
"Liam Vitters","Fr.","Chattanooga","SoCon","6-5","G",6,3,-4.1,-1.5,-5.6,0,0,26.9,0,8.8,0,0,0,0,0,9.7,98.4,0,0,0,0,15.7,50,81.1
"Robert Peters","So.","VMI","SoCon","6-8","F",13,143,-4.6,-1,-5.6,0,0.1,9.7,3.3,3.7,1,1.4,0.2,2.5,4.6,6.7,41.2,0.9,67.1,3.4,15.1,2,75,41.1
"Isiah Lightsy","Sr.","Middle Tenn.","C-USA","6-4","G",3,4,-5,-0.6,-5.6,0,0,19.3,0,6.9,0,0,0,0,0,0,0,0,0,12.8,50.1,0,0,75.1
"Grayson Walters","Sr.","Samford","SoCon","6-5","F",2,2,-4.7,-0.9,-5.6,0,0,0,0,27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Troy Cicero Jr.","So.","Loyola Maryland","Patriot","6-1","G",17,86,-4.3,-1.3,-5.6,0,0,7.8,0.4,0.4,2.4,1.2,0.4,0.8,2.4,0.8,2.7,2.6,42.5,4.7,27.4,2.8,57.1,41.2
"Mekhi Turner","Fr.","Kennesaw St.","C-USA","6-8","F",4,15,-5.1,-0.5,-5.6,0,0,5.5,7.3,5.8,0,0,0,0,8.1,1.7,97.1,0,0,0,0,12.7,16.7,37.5
"Malik Lamin","Sr.","Southern Utah","WAC","6-11","F",27,269,-5,-0.6,-5.6,0,0.2,4.7,2.8,4.7,0.5,0,1.6,1.6,6.8,2.3,77.2,0.7,59.4,0,0,1.6,21.4,63.6
"Luke Fonts","Sr.","Providence","Big East","6-1","G",2,1,-4.9,-0.7,-5.6,0,0,17.3,0,0,0,0,0,21.9,0,0,0,0,0,0,0,34.6,50,56.8
"Jabari West","So.","Central Ark.","ASUN","6-8","F",14,58,-4.9,-0.7,-5.6,0,0,11.9,3.7,5.4,1,1.1,1.8,1.1,1.7,3.2,83.2,3.8,33.2,3.5,33.3,1.7,33.3,52.8
"Ryan Donohoo","Sr.","UAB","AAC","6-0","G",3,5,-4.2,-1.4,-5.6,0,0,-1,0,0,0,0,0,0,0,7.3,0,0,0,16.1,0,0,0,0
"Mathok Majok","So.","Oral Roberts","Summit League","7-3","C",16,146,-5.9,0.3,-5.6,0,0.2,2.5,2.4,5.6,0.8,1,2.3,1.6,4.9,2,47.9,1.1,0,0.3,0,0.8,75,33.6
"Paxton Davidson","So.","The Citadel","SoCon","6-3","G",25,650,-4.1,-1.5,-5.6,0,0.2,7.5,0.3,4.2,3.5,1.1,0.1,3.3,2.2,1,57.7,1.7,35.4,5.4,27.4,1,57.9,43.3
"Leeroy Odiahi","Jr.","Western Ky.","C-USA","6-11","C",29,419,-5.6,0,-5.6,0,0.5,4.2,1.4,5.2,0.5,0.5,2.2,1.2,4.9,2.9,61.5,0.3,50.1,0,0,0.7,44.4,59.5
"Vincent Delano","Fr.","Portland","WCC","6-2","G",30,689,-3.5,-2.1,-5.6,0,0,7.6,0.8,2.6,3.2,1.3,0.3,2.5,2,3.3,60.2,1.7,13.7,3.3,22.3,1.4,67.7,42.6
"Lincoln Meister","Sr.","Minnesota","Big Ten","6-9","F",1,1,-5.1,-0.5,-5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tayon Sessoms","So.","Washington St.","WCC","6-2","G",5,6,-4.7,-0.9,-5.6,0,0,0.9,0,0,7.2,0,0,0,0,6.3,7.5,0,0,0,0,0,0,7.5
"Majer Sullivan","Jr.","Utah Valley","WAC","6-8","C",6,11,-5.1,-0.5,-5.6,0,0,10.5,0,3.3,3,0,0,3.9,18.9,3.7,99.5,0,0,0,0,6.2,50,81.4
"Waka Mbatch","So.","Florida St.","ACC","6-10","F",5,16,-5.2,-0.4,-5.6,0,0,8.9,2,6.1,0,0,2.2,6.2,12.6,4.4,100,0,0,0,0,0,0,101.3
"Max Sheridan","So.","Minnesota","Big Ten","5-11","G",1,1,-5.1,-0.5,-5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vladimir Pavlovic","So.","California","ACC","6-3","G",3,13,-4.9,-0.7,-5.6,0,0,0,0,2.9,0,2.9,0,5,0,0,0,0,0,0,0,0,0,0
"SPENCER.WEWE"," ","Quinnipiac","MAAC"," "," ",6,42,-5.2,-0.4,-5.6,0,0,6.2,3.8,2.8,0,2.1,1.4,2.1,7.4,4.1,68.5,0,0,0,0,0.7,100,71.6
"Tommy Humphries","Fr.","Furman","SoCon","6-5","G",5,19,-4.8,-0.8,-5.6,0,0,3.9,0,4.1,0,2.1,0,2.5,6,1.9,100,2.1,0,2,0,2,0,28.6
"Nic Book","Fr.","USC Upstate","Big South","6-8","F",27,407,-4.7,-0.9,-5.6,0,0.3,6.2,3.5,4.8,1.3,0.5,0.5,1.6,4.3,4.4,52.8,1,45.6,0.3,0,1.7,38.1,47.9
"Thierno Sylla","Jr.","SFA","Southland","7-0","F",21,185,-5.4,-0.2,-5.6,0,0.2,8,2.5,5.9,1.4,0.2,1.6,3.1,5.1,5.1,31.8,0.8,25.1,3.7,23.6,2.7,66.7,37.3
"TJ Ford Jr.","So.","UIW","Southland","5-11","G",23,253,-4.6,-1,-5.6,0,0.1,5,0,2,3.8,1.6,0,3.7,3.7,1.8,47,0.8,2.6,2.9,27.3,2.2,43.8,39.4
"Jaidon Lipscomb","Sr.","FIU","C-USA","6-5","G",2,16,-5.5,-0.1,-5.6,0,0,0.1,0,2.1,2.2,1.7,0,0,3.7,0,0,0,0,9,0.3,0,0,0.4
"Jake Murphy","Jr.","UNCW","CAA","6-4","G",1,0,-4.7,-0.9,-5.6,0,0,0,0,0,0,0,0,0,65.3,0,0,0,0,0,0,0,0,0
"Bralyn Smith","So.","Siena","MAAC","6-5","G",3,16,-5,-0.7,-5.7,0,0,5.6,0,2.1,0,2.4,0,2.1,0,2,2.9,0,0,1.9,0.8,5.5,100,45
"Egan Shields","So.","Northern Colo.","Big Sky","6-10","C",27,237,-4,-1.7,-5.7,0,0,7.2,3.3,2,0.6,0.3,1.2,1.2,6.1,4.9,62.5,0.9,32.3,0.1,0.5,1.5,36.4,55.3
"Chad Moodie","So.","Alabama A&M","SWAC","6-8","F",26,738,-4.2,-1.5,-5.7,-0.1,0.2,12,1.7,4.7,1.4,0.8,1.7,3.3,2.5,8.6,54.3,1.4,25.5,0.2,0.1,4.8,39.8,48.7
"Jameel Rideout","Jr.","Elon","CAA","6-2","G",6,50,-4.7,-1,-5.7,0,0,7.9,2.3,1.5,0.8,3.9,0,4.3,3.1,3,51.3,1.7,0,5.7,28.5,0,0,38.2
"Gavin Davis","Jr.","UC Riverside","Big West","6-6","G",29,135,-3.9,-1.8,-5.7,0,0,5.9,1.4,0.3,0.8,0.7,0.7,1.8,5.7,1.3,81.8,1.4,38.9,2.8,27.2,0.8,66.7,51.3
"Darrick Jones Jr.","Sr.","Le Moyne","NEC","6-5","G",28,600,-3.6,-2.1,-5.7,-0.1,0,7.9,1.2,1.7,0.7,0.5,0.3,0.9,3,1.6,38.7,0.7,8.5,4.6,37.4,1.8,75.8,51
"Churchill Abass","So.","Wake Forest","ACC","6-10","C",15,105,-5.4,-0.3,-5.7,0,0.1,6,4.1,3.9,1,0.9,2.6,3.7,7.6,4.2,53.3,0.9,0.8,0,0,3.4,45.5,45.6
"Kevin Dunn","Sr.","Wake Forest","ACC","6-2","G",2,2,-5.7,0,-5.7,0,0,-0.1,0,0,0,0,0,0,0,0,0,11.9,0.2,22.8,0,0,0,0
"Jason Jackson","Fr.","Georgia St.","Sun Belt","6-4","G",9,36,-4.2,-1.5,-5.7,0,0,9.1,0,0.9,2.3,1.7,0,2.5,3.3,2.4,35.6,0,0,2.5,33.7,5.6,85.7,61.2
"Frankie Vassalluzzo","Fr.","Bryant","America East","6-0","G",11,11,-4.8,-0.9,-5.7,0,0,12.8,4.5,2.3,2.1,0,0,0,0,0,0,2.8,99.1,2.5,0.8,9.5,75,67
"Clyde Mauldin","Fr.","Furman","SoCon","6-6","F",2,2,-5,-0.7,-5.7,0,0,0,0,28.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Israel Yaw","Jr.","Campbell","CAA","6-9","F",10,63,-4.6,-1.1,-5.7,0,0,9.4,3.5,1.7,0.5,0,2.5,1.8,2.7,4.3,61.1,0.5,2,1.7,0.5,5.2,80,53.7
"Godswill Erheriene","Fr.","Seton Hall","Big East","6-9","C",32,454,-5,-0.7,-5.7,0,0.3,8,3.5,4.7,0.6,0.3,1.5,2,3.7,5.8,61.7,0.3,25.7,0,0,2.2,30.8,56.6
"Amani Drummond","Jr.","UIW","Southland","6-0","G",9,35,-4.7,-1,-5.7,0,0,8.3,1.8,5.3,0.9,1,0.7,4.2,4.4,1.9,49.2,1.7,51.5,2.4,65.8,0,0,69.6
"Josh Reed","Fr.","Drexel","CAA","6-2","G",15,106,-5.2,-0.5,-5.7,0,0.1,4.6,1,4,1,0.7,0,1.7,2,2.2,41.7,3.4,19.9,1.4,25,2.1,16.7,29
"James Thomas","So.","Mercyhurst","NEC","6-6","F",20,164,-4.7,-1,-5.7,0,0.1,4.3,1.4,6.3,1.1,0.6,0.5,1.7,7.7,2.9,49.5,0.6,65.8,0.2,0,0.6,100,52.9
"Ben Estis","Jr.","Ohio","MAC","6-1","G",6,16,-4.5,-1.2,-5.7,0,0,7.5,2.1,0,1.7,0,0,0,0,1.8,0,0,0,5.9,32,3.9,50,39.8
"Jonathan Griman","So.","California Baptist","WAC","6-11","F",11,37,-4.9,-0.8,-5.7,0,0,9.7,5,7.8,1,0,0,1.9,9.1,7.4,65.5,1.8,0,1,0.1,0,0,47.6
"Marquis Hargrove","Jr.","UAB","AAC","6-3","G",6,17,-4.3,-1.4,-5.7,0,0,6.1,0,3.7,0,2.2,0,3.7,6.5,0,0,0,0,10.4,19.6,0,0,29.3
"David Meriwether","So.","ETSU","SoCon","6-10","C",2,4,-5.1,-0.6,-5.7,0,0,16.9,10.2,0,0,0,0,0,8.9,18.7,45,0,0,0,0,0,0,45
"Michael Ojo","So.","Siena","MAAC","6-7","F",9,56,-4.8,-0.9,-5.7,0,0,4.7,1.4,3.3,1.2,0,2.2,1.1,7.6,1.2,44.5,0.7,0,4.3,16.7,2.2,66.7,32.4
"Peter Oduro","Jr.","Coppin St.","MEAC","6-8","F",29,787,-3.9,-1.8,-5.7,-0.1,0.1,10.9,1.7,3.7,0.5,0.4,0.4,1.5,3.6,4.6,62.3,3.5,40.4,0.7,26.7,2.7,66.7,54.8
"Nate Deer","Jr.","Texas St.","Sun Belt","6-9","F",23,150,-3.8,-1.9,-5.7,0,0,9.3,3.4,5.5,0.5,0.4,0.5,2.6,4.9,6.5,60.3,0.2,0.8,0,0,3.2,46.2,57.1
"Sammie Yeanay","Fr.","Grand Canyon","WAC","6-8","F",4,11,-5.4,-0.3,-5.7,0,0,4.9,3.1,5.7,0,0,0,2.9,8.1,5.1,47.8,0,0,0,0,5.2,0,33
"Jack Pease","Jr.","Colorado","Big 12","6-0","G",3,5,-5.7,0,-5.7,0,0,7,0,0,0,0,0,0,0,15.7,0,17.4,0,6.7,0,17.3,50,7.4
"Jarren Cook","Jr.","UT Arlington","WAC","6-3","G",6,26,-3.8,-1.9,-5.7,0,0,13.4,0,1.1,3.6,0,0,1.2,3.3,0,0,2.4,0,12.3,36.5,0,0,45.8
"Ryan Duncan","So.","Princeton","Ivy League","6-3","G",7,14,-4.8,-0.9,-5.7,0,0,18.5,0,0,0,2.4,0,0,0,2.1,98.5,2,100,1.9,100,6.9,66.7,102.4
"Trace Young","Sr.","LSU","SEC","6-4","G",9,7,-5.1,-0.6,-5.7,0,0,-0.2,4.1,0,3.5,0,0,4.3,0,3.7,0,3.3,0.5,4.1,0,0,0,0
"Eli Bennett","Jr.","Virginia","ACC","6-2","G",1,1,-5.1,-0.6,-5.7,0,0,0,0,0,0,29.5,0,0,0,0,0,0,0,0,0,0,0,0
"TJ Grant","Jr.","Mercer","SoCon","6-5","F",11,120,-4.6,-1.1,-5.7,0,0.1,2.7,2.2,3.6,1.4,0.2,0.2,1,3.2,1.3,38.9,0.2,0,2.8,19.7,0,0,30.7
"Thomas Kizer","So.","Samford","SoCon","6-2","G",1,0,-4.8,-0.9,-5.7,0,0,0,0,0,0,0,0,0,70.4,0,0,0,0,0,0,0,0,0
"Mounir Hima","Sr.","Howard","MEAC","6-11","C",15,76,-4.7,-1,-5.7,0,0,3.6,1.2,2.6,2.1,0.5,2.2,2.2,6.3,2.7,47,1.5,33.8,0,0,0,0,42.2
"Ryan Van Eyck","Fr.","UIW","Southland","6-6","G",5,18,-4.9,-0.8,-5.7,0,0,8.5,0,2.2,2.2,2.1,1.6,1.8,0,3.6,50.7,2.3,0,0,0,8.3,60,44.8
"Roko Maric","Fr.","South Carolina St.","MEAC","6-10","F",5,20,-5.3,-0.4,-5.7,0,0,9,5.3,3.2,1.4,1.6,0,1.6,4.4,7.7,39.3,3,50.6,0,0,0,0,42.5
"Cam'Ron Brown","Jr.","Coppin St.","MEAC","5-11","G",28,637,-4.8,-1,-5.8,-0.1,0.3,5.4,0.6,2.1,3.6,1.4,0.2,3.2,2.2,3,46.8,2,20.8,0.4,42.5,1.7,75,44.1
"Amir Arrington","So.","George Washington","Atlantic 10","5-10","G",4,3,-5.2,-0.6,-5.8,0,0,41,0,0,0,0,0,0,0,0,0,0,0,13.7,99.9,0,0,149.8
"Jackson Seale","So.","Eastern Wash.","Big Sky","6-9","F",16,67,-4.6,-1.2,-5.8,0,0,9.8,1.7,4.1,1.1,0.5,0,1.5,4.8,3,50.8,3.1,50,2,25.5,2.6,80,52.7
"Clance Crosby","Sr.","Alabama A&M","SWAC","6-9","F",27,264,-4.3,-1.5,-5.8,0,0.1,9.4,2.9,2.2,0.9,0.7,1.1,2.7,6.8,4.7,64.2,1.4,33.2,0,0,4.2,58.3,59.2
"Houston Holland","Fr.","Chattanooga","SoCon","6-3","G",4,2,-4.4,-1.4,-5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dillan Baker","Jr.","Northern Ariz.","Big Sky","6-6","G",28,356,-3.8,-2,-5.8,-0.1,0,8.6,1.3,3.4,1.1,0.7,0.3,2.3,3.7,1.7,54.9,1.6,49.7,5,27.6,1.3,78.6,48.6
"Jalen Crawford","Fr.","Florida St.","ACC","6-0","G",5,3,-5.7,-0.1,-5.8,0,0,0,0,0,0,9.4,0,0,0,0,0,0,0,8.6,0.1,0,0,0.2
"Nick Richart","So.","Charlotte","AAC","6-10","C",7,44,-5.1,-0.7,-5.8,0,0,4.6,1.8,0.9,1.9,1.9,1.8,3.3,5.6,6.4,28,1,0,0,0,2,50,27.6
"JC Brooks","Fr.","Tennessee St.","OVC","6-10","F",13,85,-4.9,-0.9,-5.8,0,0,6.2,1.6,3.8,3.1,1.2,0.4,2.6,6.8,4.5,39.3,0,0,4.4,20,1.2,0,32.8
"Emmer Nichols","Jr.","Georgia Tech","ACC","6-6","F",6,9,-5.5,-0.3,-5.8,0,0,16.4,2.5,2.5,0,0,2.8,10.8,0,2.6,0,3.7,100,3,99.9,0,0,88.3
"Jayson Morgan","Fr.","Furman","SoCon","6-8","F",2,2,-5,-0.8,-5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mandela Tarke","Fr.","Towson","CAA","5-11","G",3,5,-4.9,-0.9,-5.8,0,0,37.8,0,6.6,0,0,7.4,0,0,13,99.4,0,0,6.3,0,12.1,100,77
